entropy_1,session_num,elapse_minute_rounded,half
2670.1457553361543,0.0,0,0.0
2670.0855846189775,0.0,0,0.0
2668.4559759887384,0.0,0,0.0
2666.939151417154,0.0,0,0.0
2663.764946642793,0.0,0,0.0
2662.143086270975,0.0,0,0.0
2660.0016782453868,0.0,0,0.0
2656.4431678815636,0.0,0,0.0
2653.8302838750833,0.0,0,0.0
2652.800390024921,0.0,0,0.0
2646.7678296094728,0.0,1,0.0
2645.1117066120214,0.0,1,0.0
2646.9315110187654,0.0,1,0.0
2646.0240089565614,0.0,1,0.0
2646.680138655091,0.0,1,0.0
2648.2832844863897,0.0,1,0.0
2646.827693328516,0.0,2,0.0
2644.4844442398153,0.0,2,0.0
2642.276738315382,0.0,2,0.0
2641.8201371519663,0.0,2,0.0
2642.3281363447177,0.0,2,0.0
2641.0623281723165,0.0,3,0.0
2640.965253966877,0.0,3,0.0
2641.798525878199,0.0,3,0.0
2640.925470111557,0.0,3,0.0
2642.0751546466636,0.0,4,0.0
2642.887624382388,0.0,4,0.0
2641.2657666380132,0.0,4,0.0
2640.1415518238127,0.0,4,0.0
2640.147860691248,0.0,4,0.0
2639.88230269722,0.0,4,0.0
2642.477773442334,0.0,4,1.0
2635.6251316628445,0.0,5,1.0
2632.0367456413596,0.0,5,1.0
2630.692007993658,0.0,5,1.0
2629.966759846951,0.0,5,1.0
2628.178649436522,0.0,5,1.0
2626.9638736810516,0.0,6,1.0
2620.4599526195325,0.0,6,1.0
2619.4658534216705,0.0,6,1.0
2617.563799322933,0.0,6,1.0
2615.992085695816,0.0,6,1.0
2617.879435269756,0.0,6,1.0
2612.964133774183,0.0,7,1.0
2611.825683756329,0.0,7,1.0
2612.485417979279,0.0,7,1.0
2611.3394279492413,0.0,7,1.0
2612.1172159711136,0.0,7,1.0
2610.466150328954,0.0,8,1.0
2609.4864928971333,0.0,8,1.0
2612.7392387839345,0.0,8,1.0
2612.9659229788167,0.0,8,1.0
2612.2201419750045,0.0,8,1.0
2611.861361461639,0.0,8,1.0
2612.326074544285,0.0,8,1.0
2607.6051285616286,0.0,9,1.0
2606.8902045380037,0.0,9,1.0
2608.0321695600132,0.0,10,1.0
2606.665871539183,0.0,10,1.0
2608.368459873298,0.0,10,1.0
2607.642464091923,0.0,11,1.0
2607.5794829488495,0.0,16,1.0
2607.0608259310566,0.0,16,1.0
2604.1139305651286,0.0,18,1.0
2600.8794592546255,0.0,19,1.0
2600.411191503655,0.0,19,1.0
2599.7767232992633,0.0,19,1.0
2599.660048946153,0.0,19,1.0
2597.3825186908266,0.0,19,1.0
2597.9080120340486,0.0,20,1.0
2669.808245390602,1.0,0,0.0
2668.9057925310153,1.0,0,0.0
2668.8333128716636,1.0,0,0.0
2667.420575306631,1.0,0,0.0
2668.151934687034,1.0,1,0.0
