entropy_1,session_num,elapse_minute_rounded,half
2671.3621506604786,0.0,0,0.0
2671.3505839734153,0.0,0,0.0
2671.198698043034,0.0,0,0.0
2671.176568825123,0.0,1,0.0
2671.17680691763,0.0,1,0.0
2670.7713422752904,0.0,1,0.0
2669.903768749904,0.0,1,0.0
2669.833323806982,0.0,2,0.0
2669.427858698872,0.0,2,0.0
2668.6514437782407,0.0,3,0.0
2668.1149804621446,0.0,3,0.0
2667.4784393174955,0.0,3,0.0
2666.540435195122,0.0,4,0.0
2665.847288015005,0.0,4,0.0
2665.1541408465037,0.0,4,1.0
2664.1595690448185,0.0,5,1.0
2665.039760635852,0.0,5,1.0
2664.4776121836467,0.0,5,1.0
2663.9156114339908,0.0,5,1.0
2663.0478520794495,0.0,6,1.0
2662.642386980879,0.0,6,1.0
2661.47291543105,0.0,7,1.0
2661.4729145747788,0.0,7,1.0
2662.448038492345,0.0,7,1.0
2662.9398626339216,0.0,7,1.0
2662.246715657354,0.0,7,1.0
2663.259818153472,0.0,7,1.0
2663.2598178981484,0.0,7,1.0
2662.345268135384,0.0,8,1.0
2661.8534448500777,0.0,8,1.0
2661.4785719337115,0.0,8,1.0
2660.8708030520356,0.0,8,1.0
2660.322891996093,0.0,9,1.0
2659.6864281442604,0.0,9,1.0
2660.703454872265,0.0,9,1.0
2660.0670391565427,0.0,9,1.0
2660.0670383319375,0.0,9,1.0
2659.3738911515866,0.0,9,1.0
2660.1791640569327,0.0,10,1.0
2659.0095327556623,0.0,11,1.0
2659.9086987906308,0.0,11,1.0
2659.215551613843,0.0,11,1.0
2658.30837138239,0.0,12,1.0
2657.424865636309,0.0,12,1.0
2657.0879469075894,0.0,12,1.0
2655.6408335412475,0.0,13,1.0
2656.565749163381,0.0,13,1.0
2657.0680420452786,0.0,14,1.0
2656.5657531401403,0.0,14,1.0
2656.0035057559858,0.0,14,1.0
2655.6644773074354,0.0,14,1.0
2656.3261073738195,0.0,14,1.0
2655.935927646138,0.0,15,1.0
2656.9765543408075,0.0,15,1.0
2657.8898472483456,0.0,15,1.0
2657.502710547762,0.0,16,1.0
2658.4094576879966,0.0,16,1.0
2657.611242087212,0.0,16,1.0
2657.6112400511065,0.0,16,1.0
2657.205774959266,0.0,16,1.0
2657.7297363439366,0.0,17,1.0
2657.1634611276277,0.0,18,1.0
2656.526044174329,0.0,18,1.0
2656.969972133647,0.0,18,1.0
2656.4696405835457,0.0,18,1.0
2655.782051075448,0.0,19,1.0
2655.412508224472,0.0,19,1.0
2656.01216382662,0.0,19,1.0
2655.3800551582194,0.0,19,1.0
2655.8574153225945,0.0,20,1.0
2671.3594147192885,1.0,0,0.0
2671.0861543725528,1.0,0,0.0
2670.6806892644245,1.0,0,0.0
2669.98754208422,1.0,0,0.0
2670.746077168422,1.0,1,0.0
2670.340612060346,1.0,1,0.0
2669.6474648797857,1.0,1,0.0
2670.658868241868,1.0,1,0.0
2670.253403133762,1.0,1,0.0
2669.8479380257827,1.0,1,0.0
2669.473071317775,1.0,1,0.0
2669.067606209698,1.0,2,0.0
2668.374459029139,1.0,2,0.0
2667.4502601723343,1.0,2,0.0
2666.7738939296005,1.0,2,0.0
2665.73758153001,1.0,4,0.0
2665.139045482879,1.0,4,0.0
2664.502180511289,1.0,4,1.0
2663.3216356442354,1.0,5,1.0
2662.6494401422487,1.0,5,1.0
2663.4180357458736,1.0,5,1.0
2664.3186217717057,1.0,6,1.0
2663.6821076063134,1.0,6,1.0
2662.891794107064,1.0,6,1.0
2663.423605951358,1.0,7,1.0
2662.9227607560438,1.0,7,1.0
2662.056767823942,1.0,7,1.0
2661.6513027158344,1.0,7,1.0
2660.867482456636,1.0,8,1.0
2661.5894802122957,1.0,8,1.0
2661.0526262632043,1.0,8,1.0
2660.3233371089236,1.0,9,1.0
2659.8625100685495,1.0,9,1.0
2659.2996934916428,1.0,9,1.0
2660.0647808095164,1.0,10,1.0
2660.6928072309793,1.0,10,1.0
2661.5027847773745,1.0,10,1.0
2662.2030593552595,1.0,10,1.0
2661.764280657375,1.0,10,1.0
2661.4010598282935,1.0,11,1.0
2660.009287114616,1.0,12,1.0
2659.563143650774,1.0,12,1.0
2660.2801944455714,1.0,13,1.0
2659.2819879493773,1.0,13,1.0
2658.5956317089413,1.0,14,1.0
2659.3297249345515,1.0,14,1.0
2659.202287005245,1.0,14,1.0
2660.220152817359,1.0,14,1.0
2659.7677793433704,1.0,14,1.0
2660.3800411157827,1.0,15,1.0
2660.096822573207,1.0,15,1.0
2659.7478968513133,1.0,15,1.0
2659.297022168279,1.0,15,1.0
2659.038480278431,1.0,15,1.0
2658.490036663239,1.0,15,1.0
2658.9337399157985,1.0,16,1.0
2658.7989144771377,1.0,16,1.0
2658.3934493690294,1.0,16,1.0
2657.8777534100036,1.0,17,1.0
2658.2592353902664,1.0,17,1.0
2658.929743447321,1.0,17,1.0
2658.5181453272307,1.0,17,1.0
2658.1361740676684,1.0,18,1.0
2659.012821602384,1.0,18,1.0
2658.842672703763,1.0,18,1.0
2658.5833062776505,1.0,18,1.0
2657.9383639988237,1.0,19,1.0
2657.6336585035406,1.0,19,1.0
2657.2134692481504,1.0,19,1.0
2656.483907808759,1.0,20,1.0
2671.7768928352616,2.0,0,0.0
2671.6955627168654,2.0,0,0.0
2671.696369769494,2.0,0,0.0
2671.501792678864,2.0,0,0.0
2671.495273107701,2.0,1,0.0
2671.484964395384,2.0,1,0.0
2670.8484497429595,2.0,1,0.0
2669.7498179069144,2.0,2,0.0
2669.3808771322333,2.0,2,0.0
2668.6877310121954,2.0,2,0.0
