entropy_1,session_num,elapse_minute_rounded,half
2670.551220444262,0.0,0,0.0
2670.520752083965,0.0,0,0.0
2669.1035145263945,0.0,0,0.0
2668.15267460007,0.0,0,0.0
2667.950950763413,0.0,1,0.0
2661.841822908423,0.0,2,0.0
2658.919821359794,0.0,3,0.0
2657.703420239578,0.0,3,0.0
2655.793522103855,0.0,3,0.0
2655.2596047457764,0.0,3,0.0
2654.043209225648,0.0,3,0.0
2651.4839253680457,0.0,4,0.0
2652.3683671692784,0.0,4,0.0
2650.576617896433,0.0,4,0.0
2649.5824869231105,0.0,4,1.0
2649.296499542972,0.0,5,1.0
2648.080104196095,0.0,5,1.0
2646.8637083894846,0.0,5,1.0
2644.0422897546787,0.0,5,1.0
2645.5358135341203,0.0,6,1.0
2644.350252759258,0.0,6,1.0
2641.794936556352,0.0,6,1.0
2640.003178070923,0.0,6,1.0
2639.4226905578444,0.0,7,1.0
2637.72058594406,0.0,7,1.0
2636.2165090423787,0.0,7,1.0
2636.6699973541454,0.0,7,1.0
2638.1449520846145,0.0,7,1.0
2637.915451981954,0.0,8,1.0
2637.4577232900137,0.0,8,1.0
2638.6097206939685,0.0,8,1.0
2637.756719614942,0.0,8,1.0
2635.3167314613065,0.0,9,1.0
2634.793829899891,0.0,9,1.0
2632.097700820377,0.0,9,1.0
2633.767256052355,0.0,9,1.0
2631.6878546355797,0.0,9,1.0
2629.8298418061186,0.0,10,1.0
2630.4043158893664,0.0,10,1.0
2630.644191680626,0.0,10,1.0
2628.8585378971584,0.0,10,1.0
2629.0755714260213,0.0,10,1.0
2627.407737665513,0.0,10,1.0
2627.59608023062,0.0,11,1.0
2626.0085700337368,0.0,11,1.0
2623.888141125387,0.0,12,1.0
2621.9066614385383,0.0,12,1.0
2618.6341930747967,0.0,13,1.0
2619.7437783753417,0.0,13,1.0
2618.903073817948,0.0,13,1.0
2616.8458251667143,0.0,14,1.0
2618.2944732066444,0.0,14,1.0
2615.4346716436153,0.0,14,1.0
2614.251248674368,0.0,15,1.0
2613.065521241727,0.0,16,1.0
2615.4042413807056,0.0,17,1.0
2613.9001639654016,0.0,17,1.0
2613.937497058587,0.0,17,1.0
2612.186552452061,0.0,17,1.0
2611.5050474584577,0.0,17,1.0
2609.569549181463,0.0,18,1.0
2609.200469553822,0.0,18,1.0
2607.69639217452,0.0,18,1.0
2609.518346097795,0.0,18,1.0
2608.2454205264075,0.0,18,1.0
2608.48222340216,0.0,18,1.0
2606.8757531105916,0.0,19,1.0
2608.2631670897526,0.0,19,1.0
2607.2433387750434,0.0,19,1.0
2607.185685812566,0.0,20,1.0
2671.3461961738485,1.0,0,0.0
2670.169702319783,1.0,0,0.0
2669.606993941848,1.0,0,0.0
2669.041277968915,1.0,0,0.0
2664.767100038689,1.0,1,0.0
2662.6876585018917,1.0,1,0.0
2660.725230729042,1.0,2,0.0
2658.1160643871526,1.0,2,0.0
2656.145661442043,1.0,2,0.0
2658.176686313417,1.0,2,0.0
2656.206282102282,1.0,3,0.0
2654.894369924559,1.0,3,0.0
2652.8149283911775,1.0,3,0.0
2650.859262524777,1.0,3,0.0
2650.923063642174,1.0,4,0.0
2651.9157466307684,1.0,4,0.0
2653.04723955691,1.0,4,1.0
2650.817053824784,1.0,5,1.0
2649.4117038134077,1.0,5,1.0
2650.7531644949245,1.0,6,1.0
2651.1678632742633,1.0,6,1.0
2651.2042544864607,1.0,7,1.0
2652.335813411612,1.0,7,1.0
2652.574706706645,1.0,7,1.0
2651.044757320784,1.0,8,1.0
2650.7827263272375,1.0,8,1.0
2649.958911656334,1.0,8,1.0
2650.7374689506173,1.0,8,1.0
2649.0089035020023,1.0,9,1.0
2649.580538429089,1.0,9,1.0
2648.7465065446104,1.0,9,1.0
2648.4022788543343,1.0,10,1.0
2648.405070961538,1.0,10,1.0
2647.937405559647,1.0,10,1.0
2648.500058243391,1.0,10,1.0
2648.864921577212,1.0,11,1.0
2649.20228574883,1.0,11,1.0
2648.347723407345,1.0,11,1.0
2649.5126370611347,1.0,11,1.0
2649.0092165394744,1.0,11,1.0
2649.025142461063,1.0,11,1.0
2649.1439730325656,1.0,12,1.0
2649.4601753786214,1.0,12,1.0
2649.9344192069143,1.0,12,1.0
2648.444961445628,1.0,12,1.0
2649.634684672901,1.0,13,1.0
2649.280402600927,1.0,13,1.0
2650.278147887057,1.0,13,1.0
