entropy_1,entropy_2,entropy_3,session_num,elapse_minute_rounded,half
1.560345728715773,0.9875377151622916,0.9875377151622915,3.0,0,0.0
1.5736107434982234,1.1690307390233046,1.1690307390233048,3.0,0,0.0
1.5867297633934871,1.3716305962366577,1.1711978231075988,3.0,0,0.0
1.599705257027631,1.573871495864429,1.1732806590779083,3.0,0,0.0
1.6290503247076726,1.6926490572759527,1.1777728914231902,3.0,1,0.0
1.6415685945703937,1.7236509306258165,1.1795986714784752,3.0,1,0.0
1.653953291553154,1.7244510589175865,1.1813525570863317,3.0,1,0.0
1.7125624700891424,1.8018448296422886,1.1889631007228372,3.0,2,0.0
1.724203824058085,1.8046846884866996,1.1903425470407365,3.0,2,0.0
1.7505577836243442,1.7637899172394131,1.1933080551203996,3.0,2,0.0
1.776299709257497,1.7688886538650563,1.1953905471232253,3.0,3,0.0
1.7872938368448819,1.7789953132822778,1.196476415275785,3.0,3,0.0
1.8394169984572595,1.702030169325684,1.2011387613852156,3.0,4,0.0
1.8497885277331645,1.708133912928048,1.2019727234282307,3.0,4,0.0
1.860059470285722,1.7113998751055672,1.202768540484031,3.0,4,0.0
1.8702312760236066,1.711765818010127,1.203527443770371,3.0,4,0.0
1.8803053657507687,1.712905955452124,1.2042506196061187,3.0,4,0.0
1.8902831319528874,1.718866822249648,1.2049392113198154,3.0,4,1.0
1.900165939555957,1.7201300833439226,1.2055943210643696,3.0,5,1.0
1.9350282474670504,1.635820170840384,1.2076943169727106,3.0,5,1.0
1.944490618027813,1.63606497222596,1.208208378730318,3.0,5,1.0
1.953865203589502,1.63864198200323,1.2086944507888422,3.0,5,1.0
1.9631532042885533,1.641381655432415,1.2091534029937443,3.0,6,1.0
1.9723557976791246,1.6416487957228887,1.2095860752435343,3.0,6,1.0
1.9814741392971622,1.6424847735669417,1.2099932786834122,3.0,6,1.0
1.9905093632062347,1.6427249977301268,1.2103757968440663,3.0,6,1.0
2.044604570110114,1.5813445517098605,1.2911313792525876,3.0,7,1.0
2.095808075515509,1.5351248021436816,1.2773175862760917,3.0,8,1.0
2.1141798222082886,1.5293281323824428,1.2777311556396707,3.0,8,1.0
2.1220458565485307,1.6833925730029728,1.2778841798906488,3.0,9,1.0
2.1298449467654517,1.6860137393954875,1.278021776784563,3.0,9,1.0
2.1375779213523716,1.6891660533204493,1.2781443946703568,3.0,9,1.0
2.1649209642624396,1.6775806916625877,1.2784687192464863,3.0,9,1.0
2.1819573324262276,1.658153688426086,1.2785856592114335,3.0,10,1.0
2.189255127039205,1.6583051119577261,1.4099854205426139,3.0,10,1.0
2.1964928928610554,1.6584452967465397,1.4095838317429163,3.0,10,1.0
2.203671344866233,1.6593305214943843,1.409178787950378,3.0,10,1.0
2.2107911865793306,1.6596099421637498,1.4087704647470598,3.0,10,1.0
2.2269664567883356,1.665480796348331,1.451286318969205,3.0,11,1.0
2.233897589676264,1.6666316002865846,1.4074007019870038,3.0,11,1.0
2.240773014210955,1.6668671062601237,1.4069801206659092,3.0,11,1.0
2.2475933770107916,1.6661166612414307,1.406557088154731,3.0,11,1.0
2.2630922485197384,1.6487865147337573,1.450254981248435,3.0,12,1.0
2.2697352320578967,1.6494914954921853,1.4051442560509275,3.0,12,1.0
2.27632582377652,1.6512856109022933,1.4047121956404902,3.0,12,1.0
2.282864619192538,1.651485572164931,1.4042783634626224,3.0,12,1.0
2.289352204775258,1.6523426072710155,1.403842873336015,3.0,12,1.0
2.3040991398182276,1.6135288624652129,1.448747181662524,3.0,13,1.0
2.310421654874202,1.6150133988133664,1.4023941792183914,3.0,13,1.0
2.316695384379932,1.6154246037114035,1.401952757978007,3.0,13,1.0
2.3695899404221707,1.5687619910450543,1.4463983509854659,3.0,14,1.0
2.375415199564383,1.5702073321121106,1.3976030872019294,3.0,15,1.0
2.3811970949612222,1.570310588579159,1.3971538919056616,3.0,15,1.0
2.386936089276581,1.5704062443032196,1.3967043929484806,3.0,15,1.0
2.407204275760259,1.5447797456446084,1.4435311542197111,3.0,15,1.0
2.4408038627112374,1.5221942897200353,1.4268642801898368,3.0,16,1.0
2.4529621455128545,1.3931664998593292,1.4096173318344762,3.0,17,1.0
2.458180249599154,1.5249987181051343,1.3908286517088073,3.0,17,1.0
2.470055412058572,1.386416060209825,1.4389071484930906,3.0,17,1.0
2.4751526158774193,1.5188416760663845,1.3893498916788753,3.0,17,1.0
2.4802140033605307,1.5218088022540617,1.3889031373254361,3.0,18,1.0
2.4852399335237725,1.5220266379997243,1.388456904172563,3.0,18,1.0
2.490230760630883,1.5221259298474348,1.3880112228058,3.0,18,1.0
2.501591220166225,1.5207960974349286,1.4363335501019083,3.0,18,1.0
2.5064685737319783,1.5208773203564907,1.38654358349562,3.0,18,1.0
2.5113122961661665,1.5209526950334538,1.3861005982466723,3.0,19,1.0
2.5161227178208176,1.521430802220737,1.3856583085717906,3.0,19,1.0
2.520900164769488,1.521583328299642,1.385216738393691,3.0,19,1.0
2.5256449588770025,1.5216511445763927,1.3847759107028055,3.0,19,1.0
2.5364480388313,1.5136609111780428,1.4332140327152083,3.0,20,1.0
