hit_count,session_num,elapse_minute_rounded,half
1.0,12.0,0,0.0
0.0,12.0,0,0.0
2.0,12.0,0,0.0
0.0,12.0,0,0.0
1.0,12.0,0,0.0
0.0,12.0,0,0.0
0.0,12.0,0,0.0
1.0,12.0,1,0.0
0.0,12.0,1,0.0
0.0,12.0,1,0.0
2.0,12.0,1,0.0
0.0,12.0,1,0.0
0.0,12.0,1,0.0
1.0,12.0,1,0.0
0.0,12.0,1,0.0
1.0,12.0,1,0.0
1.0,12.0,2,0.0
1.0,12.0,2,0.0
0.0,12.0,2,0.0
1.0,12.0,2,0.0
10.0,12.0,3,0.0
0.0,12.0,3,0.0
0.0,12.0,3,0.0
2.0,12.0,3,0.0
0.0,12.0,3,0.0
3.0,12.0,4,0.0
0.0,12.0,4,0.0
1.0,12.0,4,0.0
2.0,12.0,4,0.0
0.0,12.0,4,0.0
1.0,12.0,4,1.0
0.0,12.0,5,1.0
0.0,12.0,5,1.0
0.0,12.0,5,1.0
1.0,12.0,5,1.0
2.0,12.0,5,1.0
0.0,12.0,5,1.0
0.0,12.0,5,1.0
2.0,12.0,5,1.0
0.0,12.0,6,1.0
4.0,12.0,6,1.0
2.0,12.0,6,1.0
2.0,12.0,6,1.0
1.0,12.0,7,1.0
1.0,12.0,7,1.0
3.0,12.0,7,1.0
0.0,12.0,7,1.0
0.0,12.0,7,1.0
0.0,12.0,7,1.0
0.0,12.0,7,1.0
1.0,12.0,8,1.0
0.0,12.0,8,1.0
0.0,12.0,8,1.0
0.0,12.0,8,1.0
1.0,12.0,8,1.0
1.0,12.0,8,1.0
1.0,12.0,8,1.0
0.0,12.0,8,1.0
2.0,12.0,9,1.0
101.0,12.0,18,1.0
4.0,12.0,18,1.0
6.0,12.0,19,1.0
2.0,12.0,19,1.0
1.0,12.0,19,1.0
0.0,12.0,19,1.0
0.0,12.0,19,1.0
0.0,12.0,19,1.0
1.0,12.0,19,1.0
0.0,12.0,19,1.0
0.0,12.0,20,1.0
