entropy_1,entropy_2,entropy_3,session_num,elapse_minute_rounded,half
128.42296377646608,4.648418371357663,4.325336375238503,37.0,0,0.0
159.95407218591,4.973447053862888,6.6300766370546595,37.0,1,0.0
167.9056160686773,5.908007265287399,6.722454047526371,37.0,1,0.0
182.66980661108673,6.727911915023721,7.446795042498814,37.0,2,0.0
186.4521298229388,6.750383268794593,7.611603157197433,37.0,2,0.0
186.3484201206006,6.713243567179808,7.605064080485576,37.0,2,0.0
194.10317820979114,6.935479962967394,7.733936410142684,37.0,2,0.0
198.6151328417783,7.485730191780071,7.859091772582375,37.0,3,0.0
199.50712534261888,7.888176371961768,7.934364429219616,37.0,3,0.0
202.2856467666747,7.933094301941636,7.972980883437341,37.0,3,0.0
203.96244052690096,7.981353458605032,8.019543447362011,37.0,4,0.0
203.806593877274,8.27047961759873,7.909687492032548,37.0,4,0.0
202.5306590081027,8.250968357911702,7.7963173677080455,37.0,4,0.0
204.39462557895786,8.149323118686825,7.825720614058128,37.0,4,0.0
204.91798505444314,8.163407339851716,7.867253681747072,37.0,4,0.0
202.42327585848585,7.578260562550717,7.69962946563406,37.0,4,1.0
200.88569091994688,7.563887118703825,7.638775589657123,37.0,5,1.0
199.43075165608462,7.500495574130984,7.636962042941549,37.0,5,1.0
197.4602927091238,7.1937857984194,7.729350852858268,37.0,5,1.0
192.45826530633923,7.017966673164937,7.534604174451759,37.0,5,1.0
186.19122236036182,6.439587403326103,7.412520179436511,37.0,6,1.0
184.51704008514488,6.246773694469908,7.345334644006255,37.0,6,1.0
180.58972131576212,5.732151387586912,7.174179943400233,37.0,7,1.0
179.59648718256517,5.663706943913732,7.143727527981632,37.0,7,1.0
177.38046173422777,5.473938715778089,7.089122328039479,37.0,7,1.0
173.62735372413033,5.353418453155852,6.969590348952107,37.0,8,1.0
172.88199984710766,5.333488993947238,6.9420434976294585,37.0,8,1.0
168.52034163471623,5.009741922831896,6.786579354864649,37.0,9,1.0
167.87121273224378,4.988320872639048,6.765975171492485,37.0,9,1.0
166.43907924347425,4.915470871006385,6.724834630471298,37.0,9,1.0
164.77525356553346,4.816976861547457,6.6878604381236295,37.0,9,1.0
162.8617331594822,4.758469166028523,6.637278328381662,37.0,10,1.0
161.65297058712022,4.705888541478439,6.609056886810194,37.0,10,1.0
161.0639244579382,4.679195111736245,6.604488931048197,37.0,10,1.0
159.9872653678418,4.642000578511208,6.562653675389809,37.0,10,1.0
159.47530200197025,4.608831317933901,6.546005027574589,37.0,11,1.0
158.3700211111162,4.56785024375995,6.504063678465174,37.0,11,1.0
157.8366152515473,4.541087451770585,6.498368097146331,37.0,11,1.0
157.351116542511,4.531115609681933,6.491838971887503,37.0,11,1.0
156.45093701714868,4.4599307950315055,6.46126461184403,37.0,11,1.0
155.45639542794785,4.432318159798937,6.4468219288455915,37.0,12,1.0
154.9617243666088,4.412772026900923,6.436638327162213,37.0,12,1.0
154.53508895920973,4.386146556223547,6.43208240752925,37.0,12,1.0
154.02712168345818,4.371839737689566,6.4245737785963755,37.0,12,1.0
153.58397827005393,4.36529604982478,6.4110600376995635,37.0,12,1.0
152.68685831376192,4.343222381786859,6.391269001082085,37.0,12,1.0
152.044504842496,4.3220115138817015,6.375122160839892,37.0,13,1.0
151.07649827203127,4.227508222463937,6.362382822887071,37.0,13,1.0
150.06118884832333,4.199630275835394,6.326554053582457,37.0,14,1.0
149.41769505141292,4.1799259711080055,6.3066607888762825,37.0,14,1.0
148.71795618359005,4.138845965329789,6.287320446458102,37.0,14,1.0
146.8255085095273,4.046790298216577,6.233896488475963,37.0,15,1.0
146.59055083043478,4.03963475637988,6.2270149181265975,37.0,15,1.0
146.31627302874378,4.02810706966213,6.220986470123712,37.0,15,1.0
144.66882802170204,3.885438515956415,6.1915412101847345,37.0,16,1.0
144.43904817695068,3.867063602048054,6.18434223379697,37.0,16,1.0
143.69918195509968,3.8385303581431263,6.1620181494713195,37.0,17,1.0
143.4747067403658,3.8343202139372705,6.156161093785738,37.0,17,1.0
143.23064084384987,3.8208240477516746,6.154570544364216,37.0,17,1.0
143.03760089847654,3.8054013459243157,6.154286904954696,37.0,17,1.0
142.5587592362812,3.7770250578638205,6.142928655337522,37.0,17,1.0
142.351682565412,3.7665627379634152,6.135599278578672,37.0,18,1.0
141.9317918151254,3.7472113988412796,6.265084034909572,37.0,18,1.0
141.2998331698516,3.7020388616719484,6.248251271350275,37.0,18,1.0
141.09065392583796,3.690786732552512,6.2444299637613305,37.0,18,1.0
140.6795396203991,3.6603891989640367,6.231163176237146,37.0,19,1.0
140.46865332243718,3.6467455379398563,6.230701615860152,37.0,19,1.0
140.28994813767224,3.641102621027671,6.229521271565441,37.0,19,1.0
139.91959466856144,3.6329889939259905,6.222151733845576,37.0,19,1.0
139.57068337595388,3.608104308937076,6.2060537003196306,37.0,20,1.0
