hit_count,session_num,elapse_minute_rounded,half
0.0,29.0,0,0.0
3.0,29.0,0,0.0
4.0,29.0,0,0.0
8.0,29.0,1,0.0
0.0,29.0,1,0.0
0.0,29.0,1,0.0
3.0,29.0,1,0.0
19.0,29.0,3,0.0
4.0,29.0,3,0.0
0.0,29.0,3,0.0
0.0,29.0,3,0.0
2.0,29.0,4,0.0
1.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,0.0
1.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,0.0
0.0,29.0,4,1.0
2.0,29.0,5,1.0
1.0,29.0,5,1.0
0.0,29.0,5,1.0
2.0,29.0,5,1.0
1.0,29.0,5,1.0
1.0,29.0,5,1.0
0.0,29.0,5,1.0
0.0,29.0,6,1.0
0.0,29.0,6,1.0
0.0,29.0,6,1.0
2.0,29.0,6,1.0
0.0,29.0,6,1.0
0.0,29.0,6,1.0
1.0,29.0,6,1.0
101.0,29.0,14,1.0
1.0,29.0,14,1.0
0.0,29.0,14,1.0
0.0,29.0,14,1.0
2.0,29.0,15,1.0
2.0,29.0,15,1.0
4.0,29.0,15,1.0
0.0,29.0,15,1.0
0.0,29.0,15,1.0
0.0,29.0,16,1.0
1.0,29.0,16,1.0
0.0,29.0,16,1.0
4.0,29.0,16,1.0
0.0,29.0,16,1.0
0.0,29.0,16,1.0
1.0,29.0,16,1.0
0.0,29.0,16,1.0
0.0,29.0,16,1.0
0.0,29.0,17,1.0
0.0,29.0,17,1.0
0.0,29.0,17,1.0
0.0,29.0,17,1.0
1.0,29.0,17,1.0
2.0,29.0,17,1.0
2.0,29.0,17,1.0
0.0,29.0,17,1.0
0.0,29.0,17,1.0
2.0,29.0,18,1.0
0.0,29.0,18,1.0
1.0,29.0,18,1.0
0.0,29.0,18,1.0
17.0,29.0,19,1.0
0.0,29.0,19,1.0
0.0,29.0,20,1.0
