hit_count,session_num,elapse_minute_rounded,half
1.0,16.0,0,0.0
0.0,16.0,0,0.0
1.0,16.0,0,0.0
0.0,16.0,0,0.0
0.0,16.0,0,0.0
0.0,16.0,0,0.0
2.0,16.0,0,0.0
0.0,16.0,0,0.0
0.0,16.0,1,0.0
3.0,16.0,1,0.0
2.0,16.0,1,0.0
3.0,16.0,2,0.0
0.0,16.0,2,0.0
0.0,16.0,2,0.0
0.0,16.0,2,0.0
0.0,16.0,2,0.0
3.0,16.0,2,0.0
0.0,16.0,2,0.0
0.0,16.0,2,0.0
1.0,16.0,2,0.0
0.0,16.0,3,0.0
0.0,16.0,3,0.0
0.0,16.0,3,0.0
0.0,16.0,3,0.0
1.0,16.0,3,0.0
2.0,16.0,3,0.0
1.0,16.0,3,0.0
1.0,16.0,4,0.0
1.0,16.0,4,0.0
0.0,16.0,4,0.0
0.0,16.0,4,0.0
3.0,16.0,4,0.0
0.0,16.0,4,0.0
0.0,16.0,4,0.0
0.0,16.0,4,1.0
2.0,16.0,5,1.0
0.0,16.0,5,1.0
0.0,16.0,5,1.0
2.0,16.0,5,1.0
0.0,16.0,5,1.0
0.0,16.0,5,1.0
0.0,16.0,5,1.0
0.0,16.0,5,1.0
0.0,16.0,5,1.0
1.0,16.0,6,1.0
2.0,16.0,6,1.0
5.0,16.0,6,1.0
101.0,16.0,16,1.0
0.0,16.0,16,1.0
1.0,16.0,16,1.0
1.0,16.0,16,1.0
1.0,16.0,17,1.0
2.0,16.0,17,1.0
2.0,16.0,17,1.0
0.0,16.0,17,1.0
5.0,16.0,18,1.0
2.0,16.0,18,1.0
0.0,16.0,18,1.0
3.0,16.0,18,1.0
0.0,16.0,18,1.0
0.0,16.0,19,1.0
0.0,16.0,19,1.0
0.0,16.0,19,1.0
0.0,16.0,19,1.0
0.0,16.0,19,1.0
0.0,16.0,19,1.0
1.0,16.0,19,1.0
1.0,16.0,19,1.0
1.0,16.0,19,1.0
0.0,16.0,20,1.0
