hit_count,session_num,elapse_minute_rounded,half
2.0,47.0,0,0.0
2.0,47.0,0,0.0
1.0,47.0,0,0.0
1.0,47.0,1,0.0
0.0,47.0,1,0.0
2.0,47.0,1,0.0
0.0,47.0,1,0.0
0.0,47.0,1,0.0
1.0,47.0,2,0.0
2.0,47.0,2,0.0
1.0,47.0,2,0.0
2.0,47.0,3,0.0
0.0,47.0,3,1.0
26.0,47.0,6,1.0
1.0,47.0,6,1.0
0.0,47.0,6,1.0
0.0,47.0,7,1.0
1.0,47.0,7,1.0
0.0,47.0,7,1.0
0.0,47.0,7,1.0
2.0,47.0,7,1.0
0.0,47.0,7,1.0
1.0,47.0,8,1.0
3.0,47.0,8,1.0
0.0,47.0,8,1.0
1.0,47.0,8,1.0
1.0,47.0,9,1.0
0.0,47.0,9,1.0
1.0,47.0,9,1.0
0.0,47.0,9,1.0
0.0,47.0,9,1.0
22.0,47.0,12,1.0
0.0,47.0,12,1.0
0.0,47.0,12,1.0
0.0,47.0,12,1.0
0.0,47.0,13,1.0
0.0,47.0,13,1.0
1.0,47.0,13,1.0
4.0,47.0,14,1.0
2.0,47.0,14,1.0
2.0,47.0,14,1.0
0.0,47.0,14,1.0
0.0,47.0,14,1.0
0.0,47.0,15,1.0
0.0,47.0,15,1.0
0.0,47.0,15,1.0
0.0,47.0,15,1.0
0.0,47.0,15,1.0
1.0,47.0,15,1.0
2.0,47.0,16,1.0
2.0,47.0,16,1.0
1.0,47.0,16,1.0
1.0,47.0,16,1.0
0.0,47.0,16,1.0
0.0,47.0,17,1.0
0.0,47.0,17,1.0
0.0,47.0,17,1.0
0.0,47.0,17,1.0
1.0,47.0,17,1.0
0.0,47.0,17,1.0
0.0,47.0,17,1.0
3.0,47.0,18,1.0
0.0,47.0,18,1.0
1.0,47.0,18,1.0
0.0,47.0,18,1.0
1.0,47.0,18,1.0
4.0,47.0,19,1.0
0.0,47.0,19,1.0
0.0,47.0,19,1.0
1.0,47.0,20,1.0
