hit_count,session_num,elapse_minute_rounded,half
2.0,86.0,0,0.0
5.0,86.0,0,0.0
0.0,86.0,0,0.0
0.0,86.0,0,0.0
1.0,86.0,1,0.0
0.0,86.0,1,0.0
0.0,86.0,1,0.0
1.0,86.0,1,0.0
0.0,86.0,1,0.0
0.0,86.0,1,0.0
3.0,86.0,1,0.0
2.0,86.0,2,0.0
0.0,86.0,2,0.0
1.0,86.0,2,0.0
0.0,86.0,2,0.0
1.0,86.0,2,0.0
0.0,86.0,2,0.0
0.0,86.0,2,0.0
0.0,86.0,2,0.0
0.0,86.0,2,0.0
1.0,86.0,3,0.0
0.0,86.0,3,0.0
2.0,86.0,3,0.0
1.0,86.0,3,0.0
0.0,86.0,3,0.0
0.0,86.0,3,0.0
0.0,86.0,3,0.0
0.0,86.0,3,0.0
0.0,86.0,3,0.0
2.0,86.0,4,0.0
2.0,86.0,4,0.0
0.0,86.0,4,0.0
0.0,86.0,4,1.0
101.0,86.0,13,1.0
2.0,86.0,13,1.0
4.0,86.0,14,1.0
0.0,86.0,14,1.0
0.0,86.0,14,1.0
0.0,86.0,14,1.0
0.0,86.0,14,1.0
1.0,86.0,14,1.0
2.0,86.0,14,1.0
2.0,86.0,15,1.0
0.0,86.0,15,1.0
3.0,86.0,15,1.0
1.0,86.0,15,1.0
1.0,86.0,15,1.0
0.0,86.0,16,1.0
0.0,86.0,16,1.0
0.0,86.0,16,1.0
1.0,86.0,16,1.0
0.0,86.0,16,1.0
1.0,86.0,16,1.0
1.0,86.0,16,1.0
4.0,86.0,17,1.0
0.0,86.0,17,1.0
1.0,86.0,17,1.0
3.0,86.0,17,1.0
0.0,86.0,17,1.0
0.0,86.0,17,1.0
2.0,86.0,18,1.0
0.0,86.0,18,1.0
0.0,86.0,18,1.0
1.0,86.0,18,1.0
2.0,86.0,18,1.0
1.0,86.0,18,1.0
1.0,86.0,18,1.0
8.0,86.0,19,1.0
0.0,86.0,19,1.0
1.0,86.0,20,1.0
